source,domain,sub_domain,table_name,table_label,name,label,unit,type_var,type_data,type_level,substudy
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__visit__day3_inform,Visit information (day 3): Informant's relationship to participant,NA,administrative,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__visit__day4_inform,Visit information (day 4): Informant's relationship to participant,NA,administrative,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_site,Design/nesting: Assessment site,NA,administrative,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_id__school,Design/nesting: Anonymized school ID based on National Center for Education Statistics (NCES) school IDs,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_id__district,Design/nesting: Anonymized school district ID based on National Center for Education Statistics (NCES) school IDs,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_mr__serial,Design/nesting: MRI scanner serial number (hashed),NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_mr__manufact,Design/nesting: MRI scanner manufacturer,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_mr__software,Design/nesting: MRI scanner software version,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__design_mr__model,Design/nesting: MRI scanner model,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__cohort_grade,Cohort description: Current school grade [Cross-listed: ab_p_demo__ed__yth_001],NA,summary score,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__cohort_edu__cgs,Cohort description: Highest education across caregivers,NA,summary score,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__cohort_prtnrshp__employ,Cohort description: Caregivers' partnership and employment status,NA,summary score,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__cohort_income__hhold__3lvl,Cohort description: Household income - 3 levels,NA,summary score,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_dyn,ABCD Dynamic Variables [General],ab_g_dyn__cohort_income__hhold__6lvl,Cohort description: Household income - 6 levels,NA,summary score,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_id__fam,Design/nesting: Family ID - Participants belonging to the same family share a family ID (derived based on caregiver information),NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_id__fam__gen,Design/nesting: Family ID - Participants belonging to the same family share a family ID (derived based on genetic information),NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_id__birth,Design/nesting: Birth event ID - Participants from the same family who were born together share a birth event ID (derived based on unique birthdates),NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_id__birth__gen,Design/nesting: Birth event ID - Participants from the same family who were born together share a birth event ID (derived based on genetic information),NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_famrel,Design/nesting: Relationship of the participant in their family,NA,administrative,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_id__group,Design/nesting: Group ID - Twins and triplets in the same family share a group ID,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_id__grouporder,Design/nesting: In-group order ID - Twins and triplets in the same family and in the same group have different values,NA,administrative,text,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__design_sstwin,Design/nesting: Same sex twin,NA,administrative,character,ordinal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_dob,Cohort description: Date of birth (Anonymized),NA,administrative,date,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_ethn,Cohort description: Ethnicity (Hispanic or not Hispanic) [Based on baseline response; missingness filled in from longitudinal responses],NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_ethnrace__leg,Cohort description: Ethno-racial identity (Legacy ABCD variable reporting 6 levels; Hispanic ethnicity report outweighs any racial endorements) [Based on baseline response; missingness filled in from longitudinal responses],NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_ethnrace__mblack,Cohort description: Ethno-racial identity (8 level aggregation providing information on Black identity for multiracial endorements) [Based on baseline response; missingness filled in from longitudinal responses],NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_ethnrace__meim,Cohort description: Ethno-racial identity (15 level classification from ce_p_meim_001) [Based on baseline response; missingness filled in from longitudinal responses],NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_ethnrace__mhisp,Cohort description: Ethno-racial identity (8 level aggregation providing information on ethnicity for multiracial endorements) [Based on baseline response; missingness filled in from longitudinal responses],NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_race__nih,Cohort description: Race (NIH classification reporting 7 levels) [Based on baseline response; missingness filled in from longitudinal responses],NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_sex,Cohort description: Participant's sex,NA,summary score,character,nominal,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__cohort_acsps,"Cohort description: Imputed raked propensity weight - The raked propensity weight merges the ACS and ABCD baseline data (with missing data imputed), estimates the propensity model, computes and scales/trims the propensity weights and finally rakes the scaled weights to final ACS control totals by age, sex and race/ethnicity [Based on baseline demographics data]",NA,summary score,double,ratio,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__01,Genetics: First principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__02,Genetics: Second principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__03,Genetics: Third principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__04,Genetics: Fourth principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__05,Genetics: Fifth principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__06,Genetics: Sixth principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__07,Genetics: Seventh principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__08,Genetics: Eighth principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__09,Genetics: Ninth principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__10,Genetics: Tenth principal component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__11,Genetics: Eleventh principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__12,Genetics: Twelth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__13,Genetics: Thirteenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__14,Genetics: Fourteenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__15,Genetics: Fifteenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__16,Genetics: Sixteenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__17,Genetics: Seventeenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__18,Genetics: Eighteenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__19,Genetics: Nineteenth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__20,Genetics: Twentieth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__21,Genetics: Twenty first principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__22,Genetics: Twenty second principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__23,Genetics: Twenty third principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__24,Genetics: Twenty fourth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__25,Genetics: Twenty fifth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__26,Genetics: Twenty sixth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__27,Genetics: Twenty seventh principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__28,Genetics: Twenty eighth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__29,Genetics: Twenty ninth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__30,Genetics: Thirtieth principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__31,Genetics: Thirty first principle component of genetic ancestry,NA,summary score,double,interval,FALSE
General,ABCD (General),Standard Variables,ab_g_stc,ABCD Static Variables [General],ab_g_stc__gen_pc__32,Genetics: Thirty second principle component of genetic ancestry,NA,summary score,double,interval,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo_dtt,Demographics [Parent]: Date/time of collection start,NA,administrative,timestamp,interval,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo_age,"Demographics [Parent]: Youth's age at data collection (note: if table-specific date/time is missing, the age at visit start is used)",years (yr),administrative,double,ratio,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo_lang,Demographics [Parent]: Language of administration,NA,administrative,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__adopt_001,How old was the child at the time of adoption?,years (yr),item,double,ratio,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__adopt_001__dk,How old was the child at the time of adoption? [Non-response],years (yr),item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__age__slf_001,How old are you? [Cross-listed: mh_p_asr__slf__age_001],years (yr),item,double,ratio,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__age__slf_001__dk,How old are you? [Non-response],years (yr),item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__child__time_001,Is there another household in which the child spends a significant amount of time?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__child__time_001__01,About how much time per week does the child spend at this other household?,hours (h),item,integer,ratio,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__child__time_001__01__dk,About how much time per week does the child spend at this other household? [Non-response],hours (h),item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__child__time_001__02,Who is the best person to contact about that household?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country_001,In which country was the child born?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country_002,How many years has the child lived in the United States?,years (yr),item,double,ratio,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country_002__dk,How many years has the child lived in the United States? [Non-response],years (yr),item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__fam_001,"Was anyone in your child's family born outside of the United States? By your child's family, I mean you, your child's other parent, or your child's maternal or paternal grandparents.",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__fam_001__01,Everyone in your child's family was born in the United States?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__fath_001,Biological father - In which country were they born:,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__mat__gfath_001,Maternal grandfather - In which country were they born:,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__mat__gmoth_001,Maternal grandmother - In which country were they born:,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__moth_001,Biological mother - In which country were they born:,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__pat__gfath_001,Paternal grandfather - In which country were they born:,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__pat__gmoth_001,Paternal grandmother - In which country were they born:,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__slf_001,In which country were you born?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__slf_002,How many years have you lived in the United States?,years (yr),item,double,ratio,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__country__slf_002__dk,How many years have you lived in the United States? [Non-response],years (yr),item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__edu__prtnr_001,What is the highest grade or level of school your partner completed or highest degree they received?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__edu__prtnr_001__v01,What is the highest grade or level of school your partner completed or highest degree they received? [Version 1],NA,item,character,ordinal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__edu__slf_001,What is the highest grade or level of school you have completed or the highest degree you have received?,NA,item,character,ordinal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__edu__slf_001__v01,What is the highest grade or level of school you have completed or the highest degree you have received? [Version 1],NA,item,character,ordinal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__edu__slf_001__v02,What is the highest grade or level of school you have completed or the highest degree you have received? [Version 2],NA,item,character,ordinal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__edu__yth_001,"What grade is the child in? If it is summer, indicate grade starting in the fall.",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__empl__prtnr_001,"Is your partner working, looking for work, retired, stay at home parent, a student, etc?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__empl__prtnr_001__01,Does your partner work full or part-time?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__empl__prtnr_001__v01,"Is your partner working, looking for work, retired, stay at home parent, a student, etc? [Version 1]",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__empl__slf_001,"Are you working now, looking for work, retired, stay at home parent, a student, or something else?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__empl__slf_001__01,Are you working full time or part time?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__empl__slf_001__01__v1,Are you working full time or part time? [Version 1],NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn_001,Do you consider the child Hispanic/Latino/Latina?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn_001__01,Please choose the group that best represents the child's Hispanic origin or ancestry,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn_001__v01,"Is the child of Hispanic, Latino, or Spanish origin? [Version 1]",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn__slf_001,Do you consider yourself Hispanic/Latino/Latina?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn__slf_001__v01,Do you consider yourself Hispanic/Latino/Latina? [Version 1],NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn__slf_001__v02,"Are you of Hispanic, Latino, or Spanish origin? [Version 2]",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn__slf_001__01,Please choose the group that best represents your Hispanic origin or ancestry.,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ethn__slf_001__01__v1,Please choose the group that best represents your Hispanic origin or ancestry. [Version 1],NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_001,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Needed food but couldn't afford to buy it or couldn't afford to go out to get it?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_002,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Were without telephone service because you could not afford it?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_003,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Didn't pay the full amount of the rent or mortgage because you could not afford it?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_004,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Were evicted from your home for not paying the rent or mortgage?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_005,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Had services turned off by the gas or electric company, or the oil company wouldn't deliver oil because payments were not made?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_006,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Had someone who needed to see a doctor or go to the hospital but didn't go because you could not afford it?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__exp__fam_007,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Had someone who needed a dentist but couldn't go because you could not afford it?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__income__hhold_001,"What is your total combined family income for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on.",NA,item,character,ordinal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__income__hhold_001__v01,"Which of these categories best describes your total combined family income for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, benefits, compensation, child support/alimony, etc. [Version 1]",NA,item,character,ordinal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__income__prtnr_001,"How much does your partner earn, before taxes and other deductions, during the past 12 months?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__income__slf_001,"How much did you earn, before taxes and other deductions, during the past 12 months?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_001,Is your child currently covered by any of the following types of health insurance or health coverage plans: Insurance through a current or former employer or union (of this person or another family member),NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_002,Is your child currently covered by any of the following types of health insurance or health coverage plans: Insurance purchased directly from an insurance company (by this person or another family member),NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_003,"Is your child currently covered by any of the following types of health insurance or health coverage plans: Medicare, forc. Medicare, for people 65 and older, or people with certain disabilities",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_004,"Is your child currently covered by any of the following types of health insurance or health coverage plans: Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or a disability",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_005,Is your child currently covered by any of the following types of health insurance or health coverage plans: TRICARE or other military health care,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_006,Is your child currently covered by any of the following types of health insurance or health coverage plans: VA (including those who have ever used or enrolled for VA health care),NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_007,Is your child currently covered by any of the following types of health insurance or health coverage plans: Indian Health Service,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__insur_008,Is your child currently covered by any of the following types of health insurance or health coverage plans: Any other type of health insurance or health coverage plan,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__marital__slf_001,"Are you now married, widowed, divorced, separated, never married, or living with a partner?",NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ntvam_001a,How does your child's Native American parent identify?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ntvam_001b,Which identification does (did) your child's Native American parent's mother use?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ntvam_001c,Which identification does (did) your child's Native American parent's father use?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ntvam_002,Where were your child's Native American parents born?,NA,item,character,nominal,FALSE
Parent,ABCD (General),Demographics,ab_p_demo,Demographics [Parent],ab_p_demo__ntvam_003,Where were your child's Native American parents raised?,NA,item,character,nominal,FALSE
